Year,Brand,Model,Mileage,Engine Size,Fuel Type,Transmission,Price
2022,4,4,285548,3.3,3,2,20615.04
2019,4,15,46195,2.2,3,1,27409.52
2023,1,17,281529,1.8,3,1,10005.74
2022,4,4,273600,4.3,2,2,19552.78
2022,1,9,119520,3.2,4,2,20564.76
2007,2,19,27600,5.2,3,2,31813.68
2012,1,9,179379,1.8,4,2,8477.55
2009,1,9,242037,3.1,2,1,5000.0
2018,3,16,251766,1.2,2,1,5000.0
2009,2,2,120454,1.2,3,1,18493.62
2004,4,15,293161,4.1,2,1,5000.0
2002,1,9,298012,5.2,1,2,5000.0
2021,4,6,152359,6.0,1,1,24751.46
2005,1,17,121472,4.3,4,1,5000.0
2015,3,13,154831,2.7,1,2,9730.15
2011,1,9,108766,1.0,1,1,5000.0
2019,3,13,269582,4.6,1,1,9564.16
2014,1,7,121815,5.6,1,1,12777.21
2019,3,13,281177,2.9,4,1,6999.27
2018,2,19,148211,1.5,4,2,24437.98
2005,1,9,88403,5.1,1,1,5300.21
2018,2,20,254691,5.4,2,1,24924.82
2009,5,3,213545,1.6,4,1,8022.32
2002,2,19,299239,5.5,3,2,12466.2
2021,4,6,118457,4.3,1,2,25808.34
2007,5,5,184920,4.8,4,1,22301.7
2018,1,17,223256,3.1,4,2,16642.84
2006,2,2,79690,4.8,1,1,15127.93
2010,4,8,83936,2.0,2,2,6577.47
2016,5,10,285095,3.5,4,1,16618.71
2016,2,20,215348,3.9,1,1,20461.1
2009,5,3,34354,1.7,2,1,22342.74
2001,2,20,279857,4.8,1,1,5000.0
2013,3,12,69223,4.4,3,2,20000.07
2007,2,2,126826,5.2,4,1,19465.38
2013,1,9,107926,4.1,1,1,9407.45
2018,2,19,191066,2.8,1,1,18402.08
2003,5,3,5290,4.0,1,2,22299.29
2018,1,9,241702,5.4,4,2,16012.97
2009,5,14,141868,5.6,3,1,21380.22
2009,3,16,176109,2.2,2,2,7693.02
2004,1,9,115698,4.2,3,2,11580.65
2004,1,18,94254,2.5,4,2,5000.0
2019,3,13,236278,4.4,4,2,21533.26
2013,5,3,242705,1.5,2,2,15245.15
2003,2,1,239133,2.2,1,1,5045.16
2005,3,16,734,4.5,3,1,16702.89
2021,5,14,3501,1.4,4,2,31082.16
2012,1,18,229980,5.7,2,1,5000.0
2007,4,4,177070,1.8,3,1,7590.04
2008,1,17,273439,2.5,4,2,5000.0
2015,3,11,111600,1.0,2,1,8188.42
2013,3,11,250209,3.8,1,2,7659.43
2018,5,10,96101,5.4,4,1,38493.08
2017,3,12,93421,5.5,3,1,21660.69
2015,4,6,18179,5.1,2,1,21384.81
2005,2,20,114074,5.8,2,1,17655.16
2021,4,6,104751,3.7,3,2,24829.39
2012,3,16,216156,3.0,3,1,12289.89
2016,1,9,1920,5.2,1,1,24487.53
2005,5,14,149294,3.5,4,2,19787.85
2018,1,9,203762,2.6,4,1,9489.18
2021,5,5,90123,3.6,4,2,38659.25
2004,2,20,128788,4.1,3,2,23758.44
2001,1,17,282176,5.3,2,2,5000.0
2010,2,19,212231,4.4,2,1,14610.27
2016,4,6,235505,2.6,1,2,7451.01
2023,3,13,190166,2.1,3,1,23653.88
2006,2,2,31051,2.5,4,1,18427.84
2016,2,2,259720,3.7,4,1,21639.4
2011,4,4,210257,1.8,2,2,6850.5
2000,3,12,99370,2.2,3,2,5000.0
2008,3,13,73693,2.5,1,2,7810.18
2020,2,1,41027,4.0,3,1,42724.08
2014,4,15,64766,2.8,4,2,21647.97
2010,5,14,269733,3.0,2,2,10552.37
2000,2,2,180568,4.5,4,2,12832.96
2010,2,2,244633,5.2,1,2,21005.57
2012,4,4,57470,5.5,2,2,20823.26
2014,1,18,163063,1.8,3,1,13745.12
2023,2,20,213626,1.5,2,2,19925.8
2007,3,12,101536,2.1,3,1,8145.72
2002,2,2,208105,2.2,1,1,5000.0
2022,2,20,106001,3.1,2,1,31490.8
2021,3,16,66320,4.4,4,1,24815.9
2005,2,1,158103,2.8,4,2,12354.2
2011,2,19,129025,1.2,1,1,12925.32
2015,1,18,88345,3.9,1,2,13373.58
2015,2,20,85107,2.1,4,1,24273.81
2017,4,8,185034,4.9,3,1,22215.78
2008,3,16,190870,3.7,2,1,5239.35
2018,4,6,84362,5.5,2,2,21619.08
2001,4,6,223562,3.0,2,2,5000.0
2003,2,1,218568,2.9,3,2,8339.81
2021,2,2,4213,3.7,4,2,42770.88
2017,4,4,122406,5.8,4,1,21938.37
2005,1,7,240111,3.3,3,2,5000.0
2020,4,4,21634,4.9,3,1,31212.07
2023,5,14,2784,3.2,1,1,38375.96
2003,3,11,168788,3.8,1,1,5000.0
2009,1,17,267074,5.2,1,2,8837.97
2012,4,6,30361,1.7,4,1,18876.83
2000,4,6,50780,4.5,4,2,7151.0
2021,4,8,97382,1.3,2,1,14321.25
2014,4,15,63892,2.6,2,1,10282.76
2003,2,19,124866,2.7,1,1,13246.69
2020,1,9,287049,1.9,4,1,9891.25
2002,5,10,113677,1.7,4,2,16128.9
2020,2,19,4155,5.7,3,1,41799.75
2021,3,12,137935,3.5,1,1,20584.55
2002,1,17,214596,5.2,3,2,8575.18
2017,5,5,98492,3.7,4,2,34868.71
2017,2,19,8219,3.1,1,1,31874.62
2012,2,20,92045,5.5,3,1,29237.4
2001,1,9,188098,2.2,1,2,5000.0
2020,3,11,130488,4.7,2,2,20584.43
2006,1,7,34797,3.2,4,2,10479.74
2008,4,6,51643,4.8,3,1,18003.97
2005,3,12,168149,2.6,2,1,5000.0
2005,3,11,203687,1.6,3,1,5000.0
2022,1,17,289058,3.3,3,2,17103.02
2008,3,16,118852,3.1,4,2,11539.52
2019,3,13,279916,1.9,1,2,8274.77
2011,4,8,137587,5.4,4,1,11960.71
2005,1,18,269133,3.4,4,1,5000.0
2018,4,8,32333,1.0,2,1,19007.44
2010,5,14,298476,2.0,4,2,8213.5
2016,4,6,297575,3.4,1,1,7166.18
2023,5,10,297585,3.0,2,2,20027.6
2017,3,16,79954,1.2,3,2,21348.18
2005,4,15,71141,5.4,1,1,8120.14
2010,1,9,262728,1.1,3,1,5000.0
2005,3,11,258847,2.9,2,2,5000.0
2002,5,3,202609,2.7,4,1,8880.77
2017,5,5,162064,2.6,1,2,21923.05
2017,3,12,165878,1.0,4,1,9596.56
2008,1,17,98002,4.7,2,2,8927.15
2003,1,17,203721,1.8,3,2,5000.0
2004,1,7,58471,2.6,2,2,5000.0
2019,3,11,70058,3.1,2,2,21175.47
2021,3,12,259503,4.5,3,2,24867.52
2012,3,16,36429,1.2,1,2,14280.02
2007,4,15,207034,5.1,1,2,7896.9
2021,1,17,235832,4.4,2,1,16731.74
2020,4,4,119389,2.8,4,2,18675.46
2023,3,11,81017,4.1,3,2,27124.49
2010,3,16,189803,2.9,2,2,8575.56
2012,3,16,15734,3.4,4,1,19158.33
2015,5,14,295878,1.8,4,2,13378.66
2005,3,16,59053,1.2,2,2,5000.0
2016,3,11,157718,2.5,4,2,12589.23
2016,3,16,219247,2.7,4,2,8890.03
2023,4,15,233505,2.9,3,1,20853.94
2019,4,8,60025,5.2,3,1,25740.7
2012,2,1,214849,3.6,2,2,15026.98
2007,2,19,85052,1.7,4,2,21119.28
2014,3,16,40289,5.2,3,2,26280.82
2000,2,20,122376,5.4,4,2,15364.98
2013,1,18,210791,1.5,2,2,5130.32
2009,2,19,266050,1.8,2,1,5000.0
2002,1,9,288236,3.4,4,1,5000.0
2000,3,12,6321,5.4,2,2,5000.0
2010,2,20,27794,2.6,4,1,27620.53
2004,4,6,16749,3.4,2,1,8321.31
2008,4,6,234071,1.4,1,1,5000.0
2023,3,13,183084,4.3,1,1,14856.45
2018,1,18,210503,1.6,3,1,7803.03
2014,5,3,280864,5.5,1,1,18159.82
2015,1,18,247052,4.0,1,1,6276.63
2008,4,6,76879,3.0,1,1,5000.0
2008,5,3,164202,2.7,2,2,11890.16
2002,5,10,1358,3.1,1,1,17497.06
2000,2,1,90805,5.2,4,1,11082.91
2013,2,1,216870,2.4,2,1,9191.9
2017,3,12,139782,3.9,1,2,19332.61
2008,3,16,50841,1.3,1,2,10414.47
2003,3,12,155021,1.7,1,2,5000.0
2014,4,8,289658,2.9,3,1,5000.0
2006,5,5,16946,3.6,1,1,20591.27
2004,1,17,140684,1.2,4,1,5000.0
2003,4,6,3585,2.5,4,1,5000.0
2016,2,1,180855,1.3,1,1,15004.46
2023,1,9,74551,2.9,1,1,17142.7
2012,3,13,200448,2.2,2,1,5000.0
2001,2,1,284518,4.6,1,1,5000.0
2013,4,8,291962,3.1,4,2,5000.0
2002,2,20,129272,1.3,2,2,5000.0
2005,5,14,79014,2.2,4,1,17222.21
2019,2,20,164013,4.8,3,1,32677.24
2001,2,1,44638,5.3,1,2,21939.84
2010,2,19,114292,2.5,4,1,24158.86
2011,5,10,166736,4.5,2,2,17607.14
2001,4,8,44195,4.8,2,2,10240.58
2002,5,3,62315,2.1,4,2,12731.92
2020,5,5,72483,5.3,2,1,35071.76
2022,3,11,239546,5.3,4,2,19048.68
2020,3,13,61826,2.5,4,2,19207.88
2009,5,5,67520,5.3,1,2,26435.47
2012,3,13,92824,2.5,3,1,13457.97
2021,3,13,196844,2.7,4,1,16950.11
2007,5,3,233760,4.5,1,2,12678.12
2012,3,16,159646,5.0,4,2,16035.47
2005,5,10,21037,5.0,2,2,26839.01
2005,1,7,256510,2.6,1,2,5000.0
2022,3,11,174795,3.8,3,2,25518.51
2010,3,13,217116,2.6,2,2,6295.0
2010,5,5,119496,5.7,1,1,22466.96
2001,4,6,249872,2.0,4,1,5000.0
2000,2,1,19729,2.8,4,2,21343.0
2015,1,18,241880,2.4,1,1,6790.77
2012,1,17,121735,1.8,2,1,8291.9
2002,5,5,293798,2.8,1,2,5000.0
2007,2,1,7300,2.1,4,2,21872.55
2014,2,2,35596,2.8,4,1,28105.46
2005,1,18,241941,3.4,3,2,5000.0
2002,3,12,20996,2.0,4,2,5000.0
2009,3,16,114824,5.0,2,1,5640.93
2010,4,6,68772,5.9,4,1,19944.31
2011,1,18,8090,1.8,1,1,15670.37
2022,5,3,72583,1.9,4,2,34478.35
2001,4,15,217286,5.2,4,1,5000.0
2018,2,19,223351,5.6,4,1,32769.1
2016,3,12,170275,5.3,1,1,12503.98
2016,4,4,78657,1.2,4,2,13823.52
2002,2,2,7220,1.8,1,2,14217.14
2005,3,12,4763,4.9,4,2,19867.99
2001,4,15,33330,2.0,2,2,5000.0
2023,1,9,67867,1.9,1,1,23974.5
2022,5,5,252938,3.5,1,2,22806.91
2017,5,14,132257,5.2,1,1,29652.14
2015,2,19,294627,3.4,4,2,16793.63
2021,4,15,228112,1.2,1,2,8699.94
2005,1,18,145575,1.2,1,2,5000.0
2014,5,3,86839,3.5,3,1,24310.02
2017,2,1,17739,5.7,1,2,34569.55
2014,3,12,292944,1.3,2,2,5000.0
2001,4,8,256178,5.8,1,1,5000.0
2006,1,7,27803,5.8,4,1,13024.45
2002,4,8,65626,4.3,1,1,5000.0
2000,1,18,149120,2.0,3,2,5000.0
2004,2,1,83500,1.8,3,2,15094.89
2011,3,13,294501,4.6,4,1,5000.0
2022,2,20,219859,2.5,2,2,21645.26
2020,4,15,240887,4.0,2,2,15186.41
2011,3,16,60993,5.3,2,2,22081.32
2006,1,18,135916,3.5,2,1,5000.0
2008,4,8,275859,1.1,3,1,5000.0
2003,2,19,212965,1.4,3,2,10178.39
2003,2,1,194384,2.8,3,1,8196.99
2004,5,5,115650,4.5,4,2,19155.27
2016,2,2,59788,4.0,3,2,37443.25
2000,4,8,195674,2.2,2,1,5000.0
2023,3,16,91883,5.4,4,1,24269.05
2004,3,12,224386,4.0,4,1,5000.0
2006,1,7,55499,5.6,4,2,16077.34
2013,2,2,228534,5.6,2,2,22112.21
2010,5,10,216227,3.0,3,1,18153.19
2008,1,18,10001,4.4,3,2,25059.29
2019,2,2,118761,4.9,1,2,33123.65
2001,4,4,155575,5.1,3,1,8586.33
2000,3,11,283906,2.5,3,2,5000.0
2020,1,9,292106,1.6,3,2,9309.71
2004,5,5,275624,4.2,2,1,5000.0
2006,5,10,90828,1.4,2,2,11811.13
2013,5,10,11041,2.5,1,2,30934.92
2010,5,3,98966,2.0,2,2,21530.03
2009,3,16,214638,3.3,3,2,13618.35
2007,1,18,250058,3.2,3,1,5000.0
2021,1,7,262995,2.7,3,1,14440.34
2017,3,12,251489,5.9,1,2,13077.58
2006,4,8,192292,3.7,1,2,5000.0
2007,2,19,206636,3.1,4,2,16047.15
2002,5,5,208017,5.2,2,2,14408.07
2016,3,16,130429,2.6,1,1,11847.87
2012,1,9,39066,1.1,1,2,13758.78
2002,4,8,497,5.5,1,1,9630.82
2022,1,17,231195,5.3,1,1,21643.45
2023,3,13,29707,5.2,1,1,24247.14
2002,2,19,101137,4.7,1,2,16498.82
2002,5,5,128018,1.5,3,1,7912.42
2008,4,8,291530,3.6,4,1,5000.0
2013,2,20,213002,5.5,2,2,26340.96
2001,5,14,295307,4.0,3,2,5000.0
2017,5,3,86352,4.4,3,1,28747.49
2002,2,2,190078,1.2,1,1,5000.0
2011,5,14,142650,5.0,2,2,27226.71
2008,4,4,37553,4.6,2,1,14899.9
2011,5,3,215915,2.3,2,2,14039.08
2022,3,16,297411,2.1,4,1,8810.8
2010,2,20,134833,5.5,4,1,20241.63
2009,2,1,196100,3.6,2,1,10677.97
2014,5,10,108137,2.8,2,1,18258.32
2017,3,12,96941,4.0,1,1,13489.7
2007,3,16,199941,1.6,4,2,5000.0
2021,2,19,34774,3.3,2,2,33608.8
2020,2,20,48313,5.4,4,2,36173.98
2007,4,8,178648,3.9,3,2,11917.82
2007,5,14,85891,1.7,3,1,19908.51
2012,1,9,59449,5.9,1,1,18670.82
2005,1,17,146983,2.3,2,1,5000.0
2001,5,3,271478,5.2,1,2,6950.63
2016,2,20,135877,3.4,2,2,22040.73
2008,1,9,7681,3.6,3,2,20596.08
2023,2,20,45909,5.4,1,1,40932.05
2001,5,3,263445,5.5,1,2,10705.53
2000,1,17,139784,3.7,1,2,5000.0
2000,1,18,103078,1.8,3,1,5000.0
2001,5,10,185199,5.2,2,1,5048.4
2014,1,17,24363,3.8,3,1,19931.11
2012,3,11,43546,1.6,3,2,18420.75
2020,3,13,35740,2.4,4,1,26882.42
2006,4,8,9050,4.6,1,2,15483.47
2011,1,18,29380,1.3,2,2,12162.5
2018,2,1,196527,3.8,1,1,18194.57
2012,2,2,46710,2.2,4,2,28589.67
2007,4,6,105451,2.2,2,2,5000.0
2008,2,1,238710,1.8,2,2,5708.46
2011,3,16,165794,5.6,2,1,10019.12
2010,3,12,3672,3.3,2,2,19364.07
2003,2,19,276205,5.9,3,2,16220.1
2005,1,9,127725,3.0,4,2,6973.23
2020,4,6,205206,5.6,1,1,19001.67
2003,5,5,208003,2.4,2,2,5000.0
2003,5,5,199516,1.9,4,2,12366.93
2000,2,2,105690,2.3,3,2,16679.92
2009,1,7,271891,5.7,4,1,5000.0
2005,4,6,191039,4.0,4,1,6162.71
2022,1,7,69147,5.7,1,1,23580.15
2010,1,9,130784,3.5,2,1,7945.84
2008,1,9,99384,2.1,3,1,10064.76
2014,1,7,90247,2.5,4,2,16759.38
2015,3,12,146859,5.0,2,1,11286.18
2020,3,16,86587,2.7,1,2,24738.66
2021,4,6,155398,3.8,1,2,18981.59
2000,1,17,279091,3.6,1,2,5000.0
2012,2,19,296577,2.5,3,2,12053.71
2011,5,14,88918,4.8,2,1,20959.31
2022,2,1,260955,2.5,4,2,30371.11
2010,4,6,91846,4.0,3,2,16543.87
2008,4,6,101458,5.7,4,1,10215.9
2001,4,15,243181,3.7,2,2,5000.0
2000,3,12,270831,3.7,1,2,5000.0
2006,2,1,164395,3.3,3,1,14959.72
2023,5,10,184000,3.1,2,2,26169.9
2019,3,11,232125,4.1,1,2,16161.19
2010,2,1,141973,1.6,2,1,8331.28
2020,3,13,265509,2.4,2,2,6688.07
2006,3,16,119426,5.1,2,1,5000.0
2007,2,2,214773,3.0,3,2,11436.58
2002,4,6,83109,1.6,4,2,5000.0
2003,5,3,166733,2.6,4,2,11876.96
2020,3,13,152751,4.5,3,1,22347.85
2023,1,7,12873,2.6,1,1,24631.9
2006,4,4,288582,5.4,4,1,5794.41
2020,1,7,196508,3.3,4,1,13228.09
2004,4,6,25144,4.2,1,1,5849.95
2009,2,20,107245,4.9,3,2,25571.24
2012,2,19,77334,1.8,2,1,14541.27
2007,4,15,107685,2.9,3,1,6461.73
2023,2,2,101280,2.3,1,1,33241.49
2020,3,16,66749,4.2,1,2,23113.68
2011,4,6,183051,4.8,2,2,10529.69
2013,3,16,109349,3.3,2,2,9784.84
2006,1,18,90494,1.1,1,1,5662.46
2018,4,8,8740,2.5,2,2,17461.77
2021,1,17,229297,1.1,3,2,20259.25
2011,3,13,246722,5.3,3,1,13909.66
2020,3,12,252048,4.6,2,2,19085.62
2007,1,17,210313,4.2,3,2,12447.82
2010,5,14,29650,5.3,1,1,25808.63
2009,4,6,175393,4.8,3,1,12431.76
2008,1,7,65288,5.6,4,1,15803.38
2022,2,19,204449,5.3,4,1,28481.97
2012,1,17,66308,2.6,1,2,8404.67
2011,4,15,225516,4.4,3,2,13612.56
2000,3,16,180328,2.0,1,1,5000.0
2002,1,18,201866,2.2,2,1,5000.0
2001,2,19,172331,4.5,4,2,9724.1
2007,3,16,66590,3.3,1,2,5975.03
2000,1,9,148380,2.9,3,2,5637.39
2003,3,12,166117,2.3,1,1,5000.0
2010,2,19,65743,4.0,1,1,25125.32
2011,4,15,259752,1.4,2,1,5000.0
2000,2,2,59600,4.1,2,1,8629.23
2016,5,10,128792,3.1,3,1,23390.36
2002,1,17,27598,5.7,1,1,5035.06
2003,4,4,93365,4.6,2,2,9060.59
2001,5,3,8958,3.1,2,2,15090.05
2016,1,17,187686,3.2,2,2,13776.58
2003,2,1,217759,4.0,3,2,16742.78
2017,2,2,48389,3.3,1,2,28210.64
2018,1,17,224142,5.8,1,1,13365.91
2021,5,5,152902,2.0,2,1,26239.34
2005,5,5,129216,3.3,4,1,19307.66
2014,4,4,203673,5.4,2,2,17627.02
2010,2,19,181015,1.1,1,1,11382.6
2020,1,7,128499,1.3,4,1,18882.78
2007,4,15,162966,1.5,1,1,5000.0
2006,2,19,62456,4.6,1,1,16679.82
2015,4,4,297845,4.2,2,2,10030.18
2002,1,7,116428,4.4,1,1,5000.0
2002,4,4,255216,1.6,3,1,5000.0
2018,3,16,84940,3.8,3,1,24810.55
2007,5,10,9704,4.2,4,2,31126.12
2017,3,16,252220,5.1,4,1,13890.84
2021,3,13,107270,5.8,2,2,30343.46
2022,2,19,37467,3.7,2,1,32422.2
2000,3,12,162958,3.7,1,1,5000.0
2001,5,14,157797,3.7,1,2,6463.79
2012,4,15,128199,5.2,1,2,9994.22
2000,2,20,133112,5.0,4,2,10413.11
2022,2,20,91458,4.2,3,1,39400.44
2011,3,11,39273,5.8,1,2,16997.71
2013,5,3,271370,2.5,3,1,20616.86
2005,1,18,64104,2.0,1,1,5436.31
2007,4,6,183839,1.7,3,2,7733.86
2012,2,2,160188,4.0,1,1,23298.5
2011,3,12,25130,2.5,4,2,16808.97
2006,2,20,280861,5.4,2,1,11214.69
2014,1,17,280820,3.2,1,2,6885.99
2003,5,10,177528,4.8,3,1,11082.53
2012,4,4,123499,4.2,4,1,12736.16
2015,4,6,256478,2.9,1,2,5000.0
2004,1,18,82900,1.2,1,2,5000.0
2022,5,14,264712,4.7,4,1,25307.6
2021,4,4,226157,2.6,2,2,15005.16
2013,1,9,139449,1.2,3,2,15625.08
2019,2,1,100598,5.5,3,2,37021.82
2002,4,4,110260,3.7,2,1,5000.0
2023,4,4,34317,1.2,3,1,24059.02
2021,4,8,254145,1.4,1,1,8427.04
2002,5,3,98914,5.7,2,1,12060.8
2010,1,9,121816,3.5,2,1,11203.21
2003,3,11,116049,5.7,3,2,9233.04
2005,3,12,253136,3.3,3,2,6156.47
2009,2,19,156790,5.5,3,1,21271.59
2013,3,11,88145,3.3,3,2,14552.4
2020,2,19,211071,4.7,2,1,22182.36
2001,4,8,175579,3.2,1,1,5000.0
2013,2,2,60627,2.1,3,2,25637.71
2013,2,20,180222,1.4,3,2,25235.37
2014,5,5,281495,2.2,3,2,16354.8
2008,2,19,62667,2.2,2,2,18206.27
2011,4,4,187548,4.0,4,2,10596.06
2023,4,4,246451,2.1,4,1,12112.42
2017,4,4,270384,4.5,3,1,19321.82
2002,2,1,14627,5.6,4,1,25782.83
2001,4,15,101436,4.4,4,1,6450.4
2016,2,19,269793,3.8,3,1,23925.08
2004,3,12,35866,3.1,1,2,10030.42
2010,1,17,153292,4.3,4,1,12622.68
2013,5,5,235616,3.8,2,2,18382.83
2015,4,6,23803,4.5,1,2,22853.9
2012,4,15,265623,1.1,2,1,5000.0
2023,4,6,282964,4.4,1,2,19825.82
2015,3,13,41155,4.0,3,1,18054.39
2007,2,1,247467,4.8,1,1,11192.11
2020,5,14,126643,1.4,4,1,23068.14
2013,3,13,53332,2.5,1,2,15978.03
2013,1,17,29710,3.8,4,2,17132.74
2011,2,1,196455,2.2,4,2,19037.04
2001,4,4,11781,4.6,1,2,6427.59
2016,2,19,200029,4.9,2,1,25417.56
2019,4,4,66268,2.0,1,2,21769.77
2000,4,8,163387,5.6,4,1,7359.77
2002,2,19,73720,2.3,4,2,19552.77
2016,1,7,231148,2.9,3,2,13101.69
2000,4,4,51742,2.3,1,2,5000.0
2001,5,10,15897,5.9,3,1,28983.98
2021,1,18,142160,4.5,3,2,31876.51
2004,1,7,61368,1.2,4,1,5000.0
2000,2,19,137958,2.5,2,2,6323.06
2007,5,5,289291,3.4,2,2,10283.85
2019,3,13,183551,2.9,3,1,14637.71
2014,1,7,203709,1.5,2,1,8108.02
2020,3,13,35121,1.3,4,1,20190.56
2009,3,12,290782,1.2,2,2,5000.0
2021,3,11,211962,1.5,2,1,7397.27
2016,3,13,91100,1.7,2,1,13211.3
2021,4,6,224457,4.3,2,2,15091.52
2018,5,10,265445,1.7,4,2,17639.65
2016,3,11,141292,2.8,4,1,12120.7
2012,1,7,256960,4.3,3,1,10684.77
2004,4,8,131403,3.0,2,1,5000.0
2014,1,7,200387,4.9,1,2,13519.83
2003,4,15,95333,3.2,4,2,7259.51
2017,2,19,29379,4.7,3,1,41143.95
2003,3,11,28006,5.2,4,1,15938.34
2023,3,13,2494,2.7,4,1,27773.01
2007,3,16,222256,3.1,4,2,5241.36
2011,2,19,161225,1.1,2,2,9881.57
2008,5,10,150277,4.2,4,2,19511.64
2017,1,7,282845,5.6,3,2,22017.89
2002,2,1,50294,2.7,1,2,12933.41
2006,1,9,21181,2.9,1,1,7971.4
2018,2,1,6625,4.1,3,1,33422.77
2005,4,6,128445,3.9,1,2,5000.0
2017,3,13,240400,4.8,2,1,12913.2
2005,4,15,16535,1.5,2,1,5000.0
2005,1,9,195324,3.0,4,1,5000.0
2008,3,12,114196,5.7,1,1,5740.95
2016,5,10,68483,2.2,4,1,30341.18
2002,4,6,41790,1.0,1,1,5000.0
2023,1,7,202093,2.1,2,2,17045.9
2004,1,7,215012,1.2,4,1,5000.0
2016,2,20,5744,1.8,1,1,30756.43
2009,5,5,176798,3.0,4,1,20278.82
2017,5,3,207796,3.2,3,2,30531.86
2022,2,20,178397,3.8,4,1,28092.08
2014,5,14,177391,3.0,2,1,19957.8
2014,1,9,188124,5.1,3,1,17504.23
2013,5,14,39437,5.0,1,2,25979.27
2017,4,15,101786,1.9,1,1,10242.71
2003,5,5,151674,3.1,2,2,10697.57
2003,1,9,3289,5.5,1,1,12930.99
2009,2,1,51651,5.6,3,2,28213.52
2023,2,19,294643,5.5,4,1,31396.62
2002,3,11,206508,2.9,4,2,5000.0
2015,3,12,164319,3.3,1,1,7231.3
2009,2,20,164269,1.5,3,2,20303.08
2008,5,14,234305,3.1,1,1,5717.95
2014,5,3,243759,2.1,1,2,18368.25
2010,2,2,156824,5.3,4,1,20286.84
2008,2,20,271954,2.3,4,1,10780.57
2004,1,18,189107,2.7,3,1,5000.0
2017,3,12,189259,1.4,2,2,5000.0
2010,4,15,190468,1.8,1,1,5000.0
2015,5,5,182764,2.4,2,2,19358.09
2020,3,13,277508,1.6,1,1,5000.0
2012,3,12,211866,5.5,3,1,13250.09
2016,4,4,91609,1.8,1,2,15665.23
2023,3,11,34209,1.3,4,1,22881.46
2022,1,7,28715,3.0,3,1,29245.74
2007,5,5,117609,4.3,2,1,18019.54
2015,2,1,26436,2.6,1,2,22973.96
2011,2,1,283709,2.1,2,2,7150.44
2010,1,18,272221,1.8,2,2,5000.0
2003,1,7,19493,1.9,1,2,5000.0
2015,3,12,17565,4.1,2,1,15941.18
2019,1,18,267046,5.5,3,1,20478.91
2010,1,17,258249,2.5,4,1,5000.0
2000,5,5,62429,5.4,3,1,19873.44
2007,4,6,275626,4.9,1,2,6491.34
2004,2,1,166154,4.4,2,1,15071.98
2008,3,12,204136,4.3,1,2,5000.0
2014,2,20,211676,2.5,2,2,14735.78
2019,4,8,159345,1.9,1,1,11281.63
2014,3,13,75388,2.2,4,2,18018.53
2010,3,11,38982,3.8,2,2,14735.79
2009,5,5,263495,2.7,1,2,7759.87
2009,3,11,279578,2.6,3,2,6255.44
2019,4,6,91653,3.2,3,1,27244.87
2021,4,15,14957,4.8,1,1,25324.71
2014,3,16,98013,3.3,1,1,17412.64
2019,5,10,19101,1.9,1,2,33735.78
2009,5,10,18076,4.7,4,1,24376.1
2014,1,18,233356,2.8,1,2,8877.71
2006,1,17,192378,5.7,4,1,10344.5
2023,5,3,137538,1.6,2,1,30360.49
2018,2,20,103121,1.1,1,2,26468.36
2015,5,5,67937,4.7,3,2,30516.18
2022,3,13,178971,3.2,1,2,16609.41
2021,5,5,128341,2.6,3,2,33022.33
2014,5,10,243059,1.3,4,2,15689.69
2018,1,18,105355,3.1,4,2,25374.33
2006,4,6,102529,4.0,1,1,5000.0
2014,1,9,118833,1.5,1,1,11772.59
2012,3,11,224156,5.7,4,1,11235.63
2010,2,1,127495,4.3,4,1,17633.87
2011,5,5,165170,3.8,4,1,19708.43
2006,4,4,3045,3.1,4,2,10062.25
2015,5,3,95234,4.5,4,1,31393.34
2023,2,2,50413,2.5,4,2,34269.64
2003,2,2,274401,4.8,2,2,5000.0
2015,1,7,242597,1.1,2,1,6402.37
2021,1,9,271388,4.9,3,2,19689.94
2021,4,8,154798,3.2,3,1,23513.03
2001,3,16,87485,4.7,2,1,5000.0
2017,5,3,221938,2.5,4,1,16504.07
2014,3,11,161214,2.3,4,1,7709.79
2014,1,17,240356,5.8,1,1,8519.32
2011,3,12,86857,1.3,1,1,5000.0
2018,1,17,276283,5.7,2,1,16421.91
2023,2,1,274290,5.3,1,2,26634.53
2003,1,7,1702,3.2,3,2,14149.04
2009,5,3,185701,1.7,1,1,10725.61
2010,3,11,272163,5.1,1,2,5000.0
2016,1,7,116917,2.3,1,2,9075.38
2020,4,6,102034,4.2,3,2,29775.33
2007,5,10,41935,4.0,3,1,22877.22
2019,5,5,90867,2.6,1,2,30888.96
2018,3,13,183904,1.3,2,1,6259.13
2009,3,16,285174,2.1,1,2,5000.0
2022,2,1,28633,4.9,3,2,41787.17
2016,4,8,274578,5.8,3,1,18110.32
2014,4,15,64073,5.6,4,1,18882.47
2023,2,2,288315,2.7,3,2,23950.04
2004,1,9,135891,5.2,4,2,5000.0
2013,4,6,11335,1.5,4,1,14995.69
2001,1,9,191841,3.0,3,1,5000.0
2010,5,3,92170,2.2,1,1,14804.6
2005,2,2,191281,4.1,3,1,13479.92
2003,4,15,138637,1.3,1,1,5000.0
2013,2,2,152317,5.5,4,1,29521.22
2006,3,11,139687,3.3,3,1,5000.0
2008,4,8,105841,3.5,4,1,5109.56
2017,2,2,126848,5.4,4,1,29762.63
